id,employee_id,clock_in,clock_out,date,duration_hours,status,notes,created_at,updated_at,location_id,location_name,export_timestamp
1,1,2025-07-13 09:00:00.000000,2025-07-13 17:30:00.000000,2025-07-13 00:00:00.000000,,completed,,2025-07-13 20:06:31.417198,2025-07-13 20:06:31.417201,3,West Coast Office,2025-08-06T10:22:21.163788
2,1,2025-07-12 09:00:00.000000,2025-07-12 17:30:00.000000,2025-07-12 00:00:00.000000,,completed,,2025-07-13 20:06:31.424166,2025-07-13 20:06:31.424169,3,West Coast Office,2025-08-06T10:22:21.163788
3,1,2025-07-11 09:00:00.000000,2025-07-11 17:30:00.000000,2025-07-11 00:00:00.000000,,completed,,2025-07-13 20:06:31.430611,2025-07-13 20:06:31.430613,3,West Coast Office,2025-08-06T10:22:21.163788
10,4,2025-07-11 08:33:00.000000,2025-07-11 17:17:00.000000,2025-07-11 00:00:00.000000,,completed,,2025-07-13 20:09:57.532019,2025-07-13 20:09:57.532029,3,West Coast Office,2025-08-06T10:22:21.163788
11,4,2025-07-10 08:15:00.000000,2025-07-10 16:40:00.000000,2025-07-10 00:00:00.000000,,completed,,2025-07-13 20:09:57.556689,2025-07-13 20:09:57.556698,3,West Coast Office,2025-08-06T10:22:21.163788
12,4,2025-07-09 08:37:00.000000,2025-07-09 17:06:00.000000,2025-07-09 00:00:00.000000,,completed,,2025-07-13 20:09:57.571002,2025-07-13 20:09:57.571012,3,West Coast Office,2025-08-06T10:22:21.163788
13,4,2025-07-08 08:05:00.000000,2025-07-08 16:44:00.000000,2025-07-08 00:00:00.000000,,completed,,2025-07-13 20:09:57.583265,2025-07-13 20:09:57.583274,3,West Coast Office,2025-08-06T10:22:21.163788
14,4,2025-07-07 08:27:00.000000,2025-07-07 17:21:00.000000,2025-07-07 00:00:00.000000,,completed,,2025-07-13 20:09:57.596062,2025-07-13 20:09:57.596071,3,West Coast Office,2025-08-06T10:22:21.163788
35,9,2025-07-13 23:24:36.479194,,2025-07-13 00:00:00.000000,,active,,2025-07-14 06:24:36.483074,2025-07-14 06:24:36.483088,3,West Coast Office,2025-08-06T10:22:21.163788
36,9,2025-07-15 10:39:09.704379,2025-07-15 10:39:37.031856,2025-07-15,0.01,completed,,2025-07-15 10:38:06.995645,2025-07-15 17:39:37.038355,3,West Coast Office,2025-08-06T10:22:21.163788
37,1,2025-07-31 09:00:00.000000,2025-07-31 17:30:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-07-31 18:53:16.402585,2025-07-31 18:53:16.402587,3,West Coast Office,2025-08-06T10:22:21.163788
38,1,2025-07-30 09:00:00.000000,2025-07-30 17:30:00.000000,2025-07-30 00:00:00.000000,,completed,,2025-07-31 18:53:16.410352,2025-07-31 18:53:16.410357,3,West Coast Office,2025-08-06T10:22:21.163788
39,1,2025-07-29 09:00:00.000000,2025-07-29 17:30:00.000000,2025-07-29 00:00:00.000000,,completed,,2025-07-31 18:53:16.417759,2025-07-31 18:53:16.417762,3,West Coast Office,2025-08-06T10:22:21.163788
46,4,2025-07-31 08:54:00.000000,2025-07-31 17:23:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-07-31 18:53:16.962303,2025-07-31 18:53:16.962306,3,West Coast Office,2025-08-06T10:22:21.163788
47,4,2025-07-30 08:26:00.000000,2025-07-30 16:53:00.000000,2025-07-30 00:00:00.000000,,completed,,2025-07-31 18:53:16.971399,2025-07-31 18:53:16.971402,3,West Coast Office,2025-08-06T10:22:21.163788
48,4,2025-07-29 08:36:00.000000,2025-07-29 17:09:00.000000,2025-07-29 00:00:00.000000,,completed,,2025-07-31 18:53:16.978380,2025-07-31 18:53:16.978383,3,West Coast Office,2025-08-06T10:22:21.163788
49,4,2025-07-28 08:19:00.000000,2025-07-28 16:30:00.000000,2025-07-28 00:00:00.000000,,completed,,2025-07-31 18:53:16.985957,2025-07-31 18:53:16.985960,3,West Coast Office,2025-08-06T10:22:21.163788
50,4,2025-07-25 08:04:00.000000,2025-07-25 17:06:00.000000,2025-07-25 00:00:00.000000,,completed,,2025-07-31 18:53:16.994019,2025-07-31 18:53:16.994023,3,West Coast Office,2025-08-06T10:22:21.163788
71,9,2025-08-01 11:12:18.928482,2025-08-01 11:12:25.017928,2025-08-01 00:00:00.000000,0.00,completed,,2025-08-01 18:12:18.929862,2025-08-01 18:12:25.020421,3,West Coast Office,2025-08-06T10:22:21.163788
72,4,2025-08-04 08:42:00.000000,2025-08-04 16:56:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:52:26.959670,2025-08-04 18:52:26.959673,3,West Coast Office,2025-08-06T10:22:21.163788
73,4,2025-08-01 08:07:00.000000,2025-08-01 16:47:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:52:26.969469,2025-08-04 18:52:26.969473,3,West Coast Office,2025-08-06T10:22:21.163788
82,1,2025-08-04 09:27:00.000000,2025-08-04 18:12:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:53:31.654992,2025-08-04 18:53:31.654995,3,West Coast Office,2025-08-06T10:22:21.163788
83,1,2025-08-03 10:13:00.000000,2025-08-03 16:55:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:53:31.666960,2025-08-04 18:53:31.666962,3,West Coast Office,2025-08-06T10:22:21.163788
84,1,2025-08-02 08:09:00.000000,2025-08-02 17:16:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:53:31.675816,2025-08-04 18:53:31.675818,3,West Coast Office,2025-08-06T10:22:21.163788
85,1,2025-08-01 08:03:00.000000,2025-08-01 16:40:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:53:31.684358,2025-08-04 18:53:31.684361,3,West Coast Office,2025-08-06T10:22:21.163788
94,4,2025-08-03 08:09:00.000000,2025-08-03 17:15:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:53:31.762625,2025-08-04 18:53:31.762627,3,West Coast Office,2025-08-06T10:22:21.163788
95,4,2025-08-02 10:16:00.000000,2025-08-02 18:37:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:53:31.770822,2025-08-04 18:53:31.770825,3,West Coast Office,2025-08-06T10:22:21.163788
104,9,2025-08-04 10:48:00.000000,2025-08-04 17:01:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:53:31.868435,2025-08-04 18:53:31.868438,3,West Coast Office,2025-08-06T10:22:21.163788
105,9,2025-08-03 08:48:00.000000,2025-08-03 16:58:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:53:31.876392,2025-08-04 18:53:31.876395,3,West Coast Office,2025-08-06T10:22:21.163788
106,9,2025-08-02 09:43:00.000000,2025-08-02 18:25:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:53:31.884862,2025-08-04 18:53:31.884864,3,West Coast Office,2025-08-06T10:22:21.163788
107,9,2025-07-31 08:56:00.000000,2025-07-31 16:40:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:53:31.893651,2025-08-04 18:53:31.893654,3,West Coast Office,2025-08-06T10:22:21.163788
113,11,2025-08-04 08:13:00.000000,2025-08-04 17:46:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.584031,2025-08-04 18:57:38.584037,3,West Coast Office,2025-08-06T10:22:21.163788
114,11,2025-08-03 10:02:00.000000,2025-08-03 16:35:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.596523,2025-08-04 18:57:38.596526,3,West Coast Office,2025-08-06T10:22:21.163788
115,11,2025-08-02 09:53:00.000000,2025-08-02 18:11:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.605537,2025-08-04 18:57:38.605541,3,West Coast Office,2025-08-06T10:22:21.163788
116,11,2025-08-01 10:27:00.000000,2025-08-01 16:43:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.614742,2025-08-04 18:57:38.614746,3,West Coast Office,2025-08-06T10:22:21.163788
117,11,2025-07-31 08:20:00.000000,2025-07-31 17:02:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.623792,2025-08-04 18:57:38.623796,3,West Coast Office,2025-08-06T10:22:21.163788
118,12,2025-08-04 10:35:00.000000,2025-08-04 18:37:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.633477,2025-08-04 18:57:38.633481,3,West Coast Office,2025-08-06T10:22:21.163788
119,12,2025-08-03 08:39:00.000000,2025-08-03 17:56:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.642145,2025-08-04 18:57:38.642148,3,West Coast Office,2025-08-06T10:22:21.163788
120,12,2025-08-02 10:44:00.000000,2025-08-02 16:35:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.650442,2025-08-04 18:57:38.650445,3,West Coast Office,2025-08-06T10:22:21.163788
121,12,2025-08-01 10:44:00.000000,2025-08-01 18:26:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.659081,2025-08-04 18:57:38.659084,3,West Coast Office,2025-08-06T10:22:21.163788
122,12,2025-07-31 10:56:00.000000,2025-07-31 18:19:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.666952,2025-08-04 18:57:38.666955,3,West Coast Office,2025-08-06T10:22:21.163788
123,12,2025-07-30 11:41:00.000000,2025-07-30 16:28:00.000000,2025-07-30 00:00:00.000000,,completed,,2025-08-04 18:57:38.676078,2025-08-04 18:57:38.676085,3,West Coast Office,2025-08-06T10:22:21.163788
124,12,2025-07-29 09:49:00.000000,2025-07-29 16:44:00.000000,2025-07-29 00:00:00.000000,,completed,,2025-08-04 18:57:38.684271,2025-08-04 18:57:38.684275,3,West Coast Office,2025-08-06T10:22:21.163788
125,13,2025-08-04 08:08:00.000000,2025-08-04 18:35:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.692513,2025-08-04 18:57:38.692517,3,West Coast Office,2025-08-06T10:22:21.163788
126,13,2025-08-03 09:16:00.000000,2025-08-03 17:42:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.700787,2025-08-04 18:57:38.700790,3,West Coast Office,2025-08-06T10:22:21.163788
127,13,2025-08-02 08:01:00.000000,2025-08-02 17:58:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.708627,2025-08-04 18:57:38.708630,3,West Coast Office,2025-08-06T10:22:21.163788
128,13,2025-08-01 10:22:00.000000,2025-08-01 17:16:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.717168,2025-08-04 18:57:38.717172,3,West Coast Office,2025-08-06T10:22:21.163788
129,13,2025-07-31 08:10:00.000000,2025-07-31 16:13:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.725822,2025-08-04 18:57:38.725825,3,West Coast Office,2025-08-06T10:22:21.163788
130,13,2025-07-29 10:51:00.000000,2025-07-29 15:40:00.000000,2025-07-29 00:00:00.000000,,completed,,2025-08-04 18:57:38.734784,2025-08-04 18:57:38.734788,3,West Coast Office,2025-08-06T10:22:21.163788
137,15,2025-08-04 08:40:00.000000,2025-08-04 17:22:00.000000,2025-08-04 00:00:00.000000,,completed,,2025-08-04 18:57:38.791785,2025-08-04 18:57:38.791788,3,West Coast Office,2025-08-06T10:22:21.163788
138,15,2025-08-03 09:48:00.000000,2025-08-03 17:27:00.000000,2025-08-03 00:00:00.000000,,completed,,2025-08-04 18:57:38.800121,2025-08-04 18:57:38.800124,3,West Coast Office,2025-08-06T10:22:21.163788
139,15,2025-08-02 09:50:00.000000,2025-08-02 18:59:00.000000,2025-08-02 00:00:00.000000,,completed,,2025-08-04 18:57:38.808023,2025-08-04 18:57:38.808051,3,West Coast Office,2025-08-06T10:22:21.163788
140,15,2025-08-01 10:06:00.000000,2025-08-01 18:06:00.000000,2025-08-01 00:00:00.000000,,completed,,2025-08-04 18:57:38.816974,2025-08-04 18:57:38.816977,3,West Coast Office,2025-08-06T10:22:21.163788
141,15,2025-07-31 10:21:00.000000,2025-07-31 18:05:00.000000,2025-07-31 00:00:00.000000,,completed,,2025-08-04 18:57:38.825071,2025-08-04 18:57:38.825078,3,West Coast Office,2025-08-06T10:22:21.163788
154,1,2025-08-05 09:00:00.000000,2025-08-05 17:30:00.000000,2025-08-05 00:00:00.000000,,completed,,2025-08-05 17:19:03.199362,2025-08-05 17:19:03.199365,3,West Coast Office,2025-08-06T10:22:21.163788
157,4,2025-08-05 08:46:00.000000,2025-08-05 17:21:00.000000,2025-08-05 00:00:00.000000,,completed,,2025-08-05 17:19:03.848519,2025-08-05 17:19:03.848522,3,West Coast Office,2025-08-06T10:22:21.163788
162,9,2025-08-05 12:05:11.437071,2025-08-05 12:05:13.524262,2025-08-05 00:00:00.000000,0.00,completed,,2025-08-05 19:05:11.437391,2025-08-05 19:05:13.529557,3,West Coast Office,2025-08-06T10:22:21.163788
